@relation art13-weka.filters.unsupervised.attribute.NumericToNominal-R5

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute class {0,1}

@data
-0.016327,1.094745,0.301799,-0.452451,1
0.829603,1.739961,0.908444,-0.038422,0
-0.232127,2.43473,-3.237364,3.205852,1
-4.088845,3.074151,2.757028,-2.188168,0
0.777546,2.268427,2.330119,1.880607,0
0.080975,1.076071,0.393365,-0.619223,1
0.743825,1.239402,1.386681,-0.640496,0
-2.527923,-0.772514,0.795167,-0.671334,1
0.71203,1.190778,0.602152,-1.057358,1
0.548848,1.063815,2.063388,-0.693613,0
-1.324872,0.479492,0.428156,-0.196766,1
-2.536186,0.529972,-2.122836,2.385967,1
-2.288487,0.108674,-1.537087,1.492762,1
-1.441527,1.447441,2.378405,-2.136225,0
-2.355866,-0.035467,-0.985948,1.028309,1
0.426464,1.181979,-0.048971,-2.057077,0
2.76985,-1.080212,-1.642747,-4.281472,0
2.569584,0.592636,-0.008332,-0.600741,0
-2.21276,0.776711,-2.403831,2.569808,1
-3.525732,-1.572213,0.932674,-0.779911,1
-0.837535,2.314282,1.361667,-0.650511,0
-0.75126,1.372526,0.63359,-2.549947,0
-1.547416,0.659621,-1.533446,1.443449,1
0.833671,1.543914,0.31285,-0.760021,0
-0.06154,2.411276,-2.512267,2.580204,1
0.626254,1.193048,1.715649,-0.573723,0
-1.510306,-0.279794,1.2124,-1.222983,1
0.165896,0.711416,1.037669,-2.489365,0
-1.499293,2.860103,3.28149,0.740223,0
0.736097,1.216934,1.221563,-0.841178,0
-0.152122,0.810553,0.371913,-0.650192,1
-2.172075,0.340154,-1.326201,1.442896,1
0.433829,0.847313,0.74313,-2.104484,0
-0.631093,1.171231,-0.729951,0.697303,1
1.610223,0.602859,1.946999,-0.268223,0
0.802869,1.907567,1.786087,0.784337,0
0.484811,1.133396,0.736479,-1.542051,0
-1.865887,0.518563,-1.976754,1.852944,1
-0.214486,2.16329,2.557514,0.59653,0
-1.027124,0.70914,-1.038578,0.816367,1
-2.137632,0.813016,-0.948682,1.548222,1
-1.012778,2.47534,2.657976,0.277117,0
0.872779,1.752101,1.008222,0.17146,0
-1.143957,2.212461,1.222146,-1.30904,0
-0.769431,1.370872,-1.57103,1.532776,1
-1.145259,0.230527,-0.51943,0.122753,1
-1.670474,1.048819,-1.928847,2.12443,1
-3.379222,-0.563853,-0.909876,1.204937,1
-0.740557,0.739357,0.491618,-0.40299,1
-0.319184,1.830599,-1.383284,1.484952,1
-1.726981,0.607198,-1.871314,1.765426,1
0.967407,0.878887,2.403369,-0.311931,0
0.218683,0.850892,1.16014,-2.018448,0
-0.551178,1.347338,0.980687,-2.179856,0
3.782894,1.302332,0.750168,2.526886,0
0.515693,2.504326,-2.609066,2.35039,1
3.444512,-0.537846,-1.17012,-2.246106,1
-0.796455,1.874343,0.681076,-1.795354,0
1.520242,2.018822,0.663388,-0.955416,1
-0.665778,1.123862,-0.283353,0.391566,1
-3.070797,0.648956,-2.933868,3.396478,1
2.464536,0.157716,-0.110917,-1.48186,0
0.183535,1.627161,-0.42217,0.341066,1
1.39432,1.398275,1.793775,0.588863,0
1.013807,0.709005,0.317366,-1.895737,0
-1.93239,-0.25128,0.434591,-0.387876,1
0.121284,0.717469,1.545619,-1.704129,1
-0.352849,0.400087,1.285078,-1.488432,1
-0.212591,0.714293,0.368151,-0.674295,1
-0.528193,1.002012,0.076343,-0.048851,1
-0.439999,1.338583,-1.004611,0.902802,1
-2.608952,-1.533325,0.995728,-1.372281,1
0.466018,1.529108,2.779542,0.481072,0
-0.333364,1.288381,-0.564718,0.52517,1
-0.147581,1.685498,1.047959,-1.071542,0
1.48285,1.100324,1.669565,0.181266,0
-1.639286,1.788268,1.763679,-2.20419,0
-0.565341,1.818718,-2.323379,2.273626,1
-1.833076,1.401509,-3.407396,3.525047,1
2.592733,1.16937,2.708803,2.342409,0
-2.259955,0.602807,-1.013558,1.511393,1
1.087732,1.21933,0.687045,-0.742643,0
-3.717849,-0.313852,-1.874068,2.304391,1
0.858076,1.808346,1.448925,0.554087,0
-1.370831,0.370297,-0.359275,0.279218,1
1.293032,0.463733,1.45728,-1.281978,0
-1.56214,2.506664,1.843395,-0.857746,0
-0.838472,0.726791,-0.556756,0.352157,1
-0.412178,2.152035,1.849403,-0.058103,0
2.157621,0.666021,-0.265726,-1.081529,0
0.074144,0.447668,1.657582,-1.990831,1
0.299768,2.369271,-1.564638,1.660363,1
2.507067,0.026342,2.033291,-0.180689,0
0.100813,1.420516,1.5954,-0.940942,0
2.162084,0.81786,-0.110269,-0.708299,0
0.283081,0.942747,1.433926,-1.599674,0
-0.909143,1.396546,-1.489939,1.603051,1
1.908338,-0.105475,-0.139301,-2.590984,0
0.473062,0.898172,0.690264,-1.985403,0
1.557589,2.635715,-0.755549,0.501169,1
