@relation art26-weka.filters.unsupervised.attribute.NumericToNominal-R7

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute class {0,1,2,3}

@data
0.695538,-0.339782,0.83382,-1.934512,0.149507,-0.777786,2
1.893663,1.622543,-1.670596,5.108471,-0.814329,-2.522211,1
-1.976186,0.820886,1.293578,4.016352,-0.996755,-1.988289,3
2.649977,2.526113,-0.694113,0.504046,-3.859249,1.081996,1
1.14061,-1.467288,-0.196548,1.227669,0.005103,-2.641231,0
-0.572663,2.20238,-2.306135,0.299642,-2.906985,0.925936,1
2.285409,2.007291,-1.241041,-0.629391,-0.283228,-3.318986,2
2.516721,2.067129,-4.197973,-0.97259,-4.450504,-1.399481,2
0.520515,0.14265,-0.870499,0.19725,-0.221206,1.920266,1
0.040508,-2.050621,0.561662,0.801717,0.763586,-2.290864,0
2.66175,-1.187961,-3.479812,3.464645,-1.558063,-3.170699,0
0.417351,-0.780417,2.156801,2.230699,1.392,-0.913414,3
0.633743,-1.147517,0.935472,0.964936,0.684972,-2.48376,3
-1.602594,-1.002793,0.55579,-0.989777,0.272685,0.419648,0
1.249677,-0.591569,-1.268681,-2.289219,-2.193322,-0.816727,2
1.428068,0.643766,-0.771168,-1.910627,-1.713661,-0.263392,2
1.845747,-0.696321,-2.132031,3.907618,0.677404,-2.896997,0
2.375835,0.072174,-2.032536,-2.231575,-3.854414,-0.222502,2
2.895258,2.129796,-1.761914,-0.428804,-3.599648,-0.572169,0
1.825075,-1.448724,1.886782,-0.518325,-0.027971,-1.096457,2
0.915093,-0.546784,-1.133504,-3.630777,-0.582639,-2.639386,2
1.184164,1.906324,-2.517074,-1.364543,-2.828735,0.172531,2
-1.218862,-1.633656,0.341222,0.177926,0.905829,-0.578091,0
4.085072,1.099224,-0.153461,1.529483,-2.150563,0.382572,1
-2.411173,1.355452,-1.881631,-0.12705,0.392489,0.530616,0
0.123343,-0.712991,-0.011569,0.93753,0.173224,0.486626,0
3.051658,-1.224312,0.432395,-1.327255,2.574213,-0.173371,3
1.762207,2.16552,2.636754,1.241242,2.298964,0.853289,3
0.438003,-2.557129,1.119355,-1.193133,-1.658841,1.544061,0
0.527447,0.483979,-0.033317,-2.275648,0.300836,-1.51355,2
2.317403,1.559813,0.232972,0.381033,-0.676021,-1.19912,2
0.103177,0.4523,-3.144693,-2.313373,-3.326019,0.571729,2
-2.022608,-0.493166,-0.357122,-0.481494,0.450847,0.527561,0
-0.123252,0.771559,-1.593515,-0.932627,-0.497088,1.740856,1
0.330076,2.493634,-1.889831,-1.218487,-2.854693,1.30769,1
2.379614,3.68537,-3.443485,2.785386,-2.151843,-2.466923,2
0.878735,-4.304073,0.003559,0.243979,1.273619,-3.031111,3
0.098124,0.10781,-1.976997,2.201149,0.049243,-1.066585,0
-0.458395,-0.589506,-1.526485,0.031727,-1.078332,-0.588944,0
2.009758,-0.630774,0.437072,0.201945,0.312009,2.840509,1
1.930309,2.089422,-1.751026,1.520614,-3.12687,-0.159328,1
0.475049,0.645134,-2.534312,0.251885,-2.252935,-0.7853,0
1.336397,2.263815,-1.234341,2.222896,-1.620444,-0.403522,1
0.590997,1.835494,-1.901614,-0.251908,0.134221,-3.075054,2
-0.130685,-2.61341,0.600057,1.325601,1.489918,-2.356675,0
1.697293,0.442344,-0.608118,0.505904,-0.244051,1.237174,1
-0.977354,0.442718,-1.758136,-0.123852,-0.978085,1.058529,0
0.391482,0.913601,0.334392,-1.718447,0.12493,-0.254236,2
-3.411294,-1.33612,1.1975,5.631529,-1.006373,-2.44322,3
-0.023008,-4.334572,1.841482,0.824899,1.332683,-0.478774,0
2.086821,0.865404,-0.029929,0.792853,-2.085417,2.224126,1
2.079294,0.689568,1.315955,-1.130589,1.116461,-2.950447,2
1.386833,1.933372,-1.492663,0.335887,-2.347248,0.973188,1
3.340403,-0.940797,2.547574,-0.224198,3.759524,1.436289,3
-1.037625,-0.059033,0.422221,2.760972,-1.588908,-1.288834,3
0.92257,-1.52718,0.659815,0.792304,0.678048,-1.499933,0
0.6608,0.951065,-1.218043,0.138094,-1.67713,1.59614,1
0.89456,-1.976353,0.031526,-1.302952,-2.39809,0.15374,0
-0.385965,0.041192,2.073552,2.981261,-0.578086,-1.33626,3
1.389718,1.603744,-1.172486,1.727387,-1.669983,0.21976,1
1.193832,-1.411123,-1.103343,1.983784,0.189924,-3.009145,0
1.755526,-3.60807,0.605567,-0.288299,1.695874,-2.682149,3
0.128538,0.590333,-2.448024,-0.795675,-2.4908,0.361297,2
-0.367645,0.064869,1.441079,2.66805,-0.015757,-1.20549,3
0.780434,-2.455485,-0.525468,1.729473,-0.258486,-0.852566,0
0.402567,0.492829,-2.03903,4.122678,-0.005219,-1.205927,1
1.22126,-1.187901,0.712021,0.652917,0.91914,-1.114842,3
0.118587,1.210881,-1.794237,0.300634,-1.633094,0.863223,1
0.090117,0.334294,-1.011565,-0.502201,-1.75445,1.749536,2
1.432123,1.854254,-3.128463,-0.843135,-1.79742,-2.643761,2
0.351152,0.137665,1.51627,2.004266,-0.676924,-0.61351,3
-1.509963,0.446996,-1.284924,-0.369836,0.80083,2.076731,1
0.851909,2.763118,-2.158465,-1.720703,0.924162,-4.457226,2
-0.110815,0.073731,-0.357128,0.953031,0.021516,2.436603,1
1.244759,0.92404,0.054308,1.384671,0.745253,0.958879,1
0.206716,1.085851,-2.019674,1.749216,0.644612,-1.918455,0
-1.695851,0.575724,-2.076258,0.693611,-0.468379,1.28882,1
1.237218,1.480988,-2.307915,1.824485,-1.178845,-1.115692,1
6.202181,1.525604,1.546574,-3.727515,4.600481,2.202162,3
0.558645,2.82685,-1.317942,0.166694,0.083694,-1.240474,2
0.936003,2.087814,2.306488,2.052534,1.189652,0.697124,3
-0.266335,-0.655981,-1.196037,-1.409249,0.576311,-3.03865,2
0.184906,1.504755,-1.384309,-0.556589,-1.759334,0.748605,0
2.163707,0.964766,-1.519158,0.061402,-2.625689,-0.675932,2
1.89763,-0.121553,1.004706,0.115961,0.922459,-0.179961,3
1.052539,-0.598175,0.439264,0.636408,-0.547427,-0.728878,3
1.645281,1.038009,-2.04933,-0.506721,-2.392771,-1.223367,2
-0.591547,-0.056494,2.414774,3.727272,1.134754,0.571994,3
3.61947,0.929126,1.797868,-1.228299,2.980644,0.249473,3
1.14048,-0.960261,0.866236,0.943613,0.790194,-0.2524,3
1.59317,-1.413894,0.15111,1.531698,0.138024,-2.250416,0
2.189651,-3.210111,0.091717,-0.994721,0.959964,-2.263658,3
0.620299,-3.664794,-0.008828,1.038514,2.31964,-1.358749,3
-0.034167,1.607895,0.143663,0.008745,0.784776,-0.617629,2
4.159841,-0.12678,1.097477,-0.316383,0.315534,2.113691,1
1.720594,0.557792,0.007394,-2.63849,-1.245754,3.768429,1
0.062082,2.506945,-1.192606,-1.396957,-0.832429,0.685313,2
0.661779,0.280712,0.074583,1.578827,0.500763,1.594905,1
-0.677372,0.092789,0.631971,-1.274112,-0.433088,2.471844,0
-0.978451,0.236794,1.229043,2.989866,-0.452865,-1.765511,3
