@relation art06-weka.filters.unsupervised.attribute.NumericToNominal-R5

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute class {0,1,2,3}

@data
1.429769,2.480249,0.397256,-1.33553,3
2.247445,-0.454998,-0.266458,1.690306,3
0.672185,-0.654023,0.227435,3.424645,3
-0.765804,-0.52085,1.560998,1.891736,2
-1.70297,-2.047834,0.887817,-0.714756,2
-2.009277,-0.836672,1.414504,0.082636,2
1.905891,1.335256,-0.66396,-0.297306,3
-1.263322,2.79753,-1.387843,-0.923811,1
2.004453,1.490453,2.045618,-2.059225,0
0.417893,3.978797,1.340343,-1.223808,0
-1.106857,0.783124,0.061051,-1.694786,1
-0.317167,-1.222754,-0.345506,-0.668055,1
2.296947,-0.756197,0.842069,-2.206548,0
-1.571728,-2.377406,1.198235,0.591827,2
-0.877447,-0.060294,0.291608,-1.628862,1
-1.417087,3.618597,-1.787103,-0.433016,1
0.47768,0.871317,-0.393449,-2.67448,0
1.320599,-0.445631,0.901709,-0.750246,0
-2.187261,-0.140848,1.557415,1.764341,2
-1.070377,-1.634023,0.268055,-0.586468,2
1.096614,0.01281,-0.355871,-1.696326,0
1.322387,1.290791,2.408055,0.299524,0
-1.134697,0.430974,-2.483221,-1.12602,1
-1.44988,0.826451,-2.097769,-1.736751,1
0.359368,2.205846,1.25982,0.494006,0
0.426958,1.885255,0.571104,0.242969,3
-0.510491,-0.807723,-0.125581,-0.828944,1
-1.355388,1.57979,0.980292,2.271706,3
0.115431,2.795188,1.501043,-0.476367,3
2.972032,0.671667,0.822273,-0.083913,3
-0.962051,-1.562169,-2.202635,-1.150772,0
-1.308564,-0.051228,-2.413475,-1.883133,1
-0.595132,-1.191443,0.727366,1.619677,2
1.800541,0.707778,1.651356,-1.742879,0
0.876684,2.229016,3.340396,-0.005311,3
-0.209628,1.376969,0.455231,1.444483,3
-0.164494,3.064062,2.911073,-0.131494,3
-1.583452,3.286184,-2.457014,-0.875938,1
-3.397265,0.519991,1.770587,2.210489,2
2.457872,0.554677,1.014211,0.323767,3
-1.196063,1.892669,-1.214918,-0.870166,1
-0.884464,0.057469,0.618388,-1.539188,1
-0.97311,0.401744,1.162729,2.011645,2
-1.285036,0.104126,-1.963452,-1.706653,1
-2.008713,2.54436,-2.350882,-2.461056,1
-1.686664,-2.034229,1.022755,-0.18674,2
-1.527592,-0.924199,1.546125,1.655461,2
-2.016174,-0.36708,1.747628,2.975907,2
-0.572436,-2.039385,0.514022,1.305087,2
-1.364614,0.075104,-2.433181,-2.111848,1
0.696832,1.549053,0.466192,0.437388,3
-2.397384,-0.830395,1.531802,1.78347,2
-0.456698,0.447668,0.600403,2.53923,2
2.922927,0.58732,-0.830748,-0.249019,3
1.25902,2.22096,1.703622,-0.72982,0
0.278357,0.770516,-0.496925,1.895608,3
1.299482,0.832696,0.797078,-1.654785,0
1.382903,2.853403,2.388602,0.666464,0
2.62287,2.548962,3.977355,-2.626527,0
0.617067,2.396624,0.575891,-0.52363,3
4.399199,1.525933,4.57905,-1.770198,0
0.226167,1.181295,-0.054226,-1.281263,0
-0.53432,-0.863337,0.632492,1.815652,2
-2.259221,-2.335103,1.085095,1.493805,2
-1.549561,-2.002002,1.063976,-0.008716,2
1.708964,1.140225,-0.196244,0.031994,3
0.725414,-1.813109,0.58681,-0.007308,2
-1.267704,1.835467,-2.299798,-0.845812,1
-0.769254,-0.158154,1.003569,2.637034,2
-2.603903,-0.739881,1.862444,1.396515,2
0.666944,-0.015094,1.490723,2.683764,3
2.111966,5.15433,4.910835,-1.612776,0
1.044324,-1.564003,-0.336734,-1.314133,0
-0.925363,1.005518,-0.137494,2.510333,3
-0.598489,1.414018,0.033878,-0.416175,0
3.344315,1.746805,0.440527,-1.969334,3
-1.622136,-1.591631,1.313951,0.829554,2
0.887606,0.117404,2.961094,2.449968,3
0.183554,0.835059,2.080839,1.111359,1
-0.562192,1.216163,3.285902,2.685953,3
0.354873,1.551485,1.646664,0.978476,3
-0.578278,-2.428375,-1.147693,-1.52976,1
3.40249,-0.239616,0.497894,0.302064,3
-1.750758,-0.740818,1.426337,1.568421,2
-0.570448,1.819275,0.045398,0.34609,1
0.735334,1.28487,1.123018,-1.1862,0
-0.765433,-0.0001,-0.551985,-1.259808,1
-0.991067,-1.886334,-2.559054,-1.917677,1
1.47229,2.13652,1.501708,-0.634807,0
-0.677683,0.24334,-0.752349,-0.734914,1
-0.793254,-2.959998,-2.013868,-2.095315,1
1.800192,1.576913,2.13033,-1.543551,0
0.890916,0.835905,1.357979,-0.155446,0
1.907085,1.485832,2.182866,-1.657839,0
-1.659319,-0.585958,1.335156,1.895431,2
-0.504695,-0.304417,0.901761,0.878476,2
0.797886,1.377588,1.110208,-0.837864,0
-1.533912,2.38703,-2.331351,-1.224556,1
-1.059908,0.021935,-0.320891,-1.886246,1
1.372605,1.620012,-0.609736,-0.203064,3
