@relation art15-weka.filters.unsupervised.attribute.NumericToNominal-R8

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute class {0,1,2,3}

@data
-0.48255,0.583726,0.720605,0.734343,4.567298,1.644611,-2.660022,1
1.420522,-1.516656,-5.104927,1.560089,-3.418734,-1.543211,1.413697,0
1.045518,-1.124177,1.388596,-2.330102,0.233658,1.049458,-1.324297,1
1.643316,-0.34257,1.882712,2.176221,1.253378,0.766878,-2.080942,1
0.615812,0.483633,1.508526,2.706473,1.612633,0.892785,-0.58812,1
0.822049,-1.322096,0.449796,-0.211145,-0.777414,-1.891825,2.679607,0
2.125716,-1.593747,4.491024,1.59013,0.394715,2.337237,-3.78143,1
0.073394,0.402586,0.08927,0.614319,-2.535282,-0.99307,0.823114,3
-0.103549,-1.676911,2.026715,3.20099,1.767787,2.805978,-3.518932,1
1.055492,1.211564,-3.854256,0.517834,3.589605,-0.396419,-1.306076,3
0.324179,-2.556787,-0.719822,-1.669222,-1.001187,-1.771133,2.296062,0
1.671911,1.555008,-0.293256,0.298459,1.228533,-1.243561,-1.005948,3
1.186467,1.184663,0.970325,-0.791788,1.533535,-3.033418,0.237813,0
1.666952,-0.619147,-2.414846,-1.027799,2.166059,-1.616195,-1.156132,2
2.596544,0.552999,0.48252,-2.703172,-1.378766,-0.481586,0.091161,0
-0.550041,-0.765489,-3.284569,0.958291,2.28199,0.652138,2.706519,3
-0.718298,1.316431,-0.108168,-0.373532,0.663625,-1.654884,-1.991269,3
1.101289,2.146252,-0.774838,-0.566999,0.726256,0.005959,-1.520757,0
0.981936,0.412915,-4.673737,-1.135237,-0.773132,-0.852643,-1.884103,0
3.944599,4.399063,-0.92796,-0.936819,2.094261,2.868171,-1.620761,3
0.129811,0.540158,0.189714,-3.97385,1.58082,0.295516,0.439965,1
2.31108,-1.252779,1.674905,1.94881,-0.837544,0.239338,-0.608088,1
0.644984,0.351582,0.494343,-0.398682,1.268877,0.432351,0.155864,1
0.499069,-0.043132,-2.081536,1.286677,3.601198,-0.042744,1.025106,3
-1.643729,-0.495087,-1.655903,1.34917,-2.201066,0.3264,-1.008381,2
0.698035,1.1454,-0.705022,1.01052,-1.010575,1.868687,1.622783,3
0.714615,-2.511254,-1.505199,-0.190153,-0.821188,-0.667868,1.551356,0
2.877731,-0.686177,2.813648,3.349801,0.713348,0.389076,-2.175311,1
-0.957751,1.50909,-2.43512,-0.281106,-2.323029,2.198331,1.170118,2
0.190929,-1.885301,2.078009,1.46305,0.233018,2.813609,-3.314126,1
-3.371041,-1.434416,-0.748543,1.920415,-3.000538,1.088855,-1.521062,2
0.71164,-1.249519,1.200039,-0.880017,-0.302075,0.251208,1.895215,0
1.271994,-2.112419,-1.575699,-2.488006,-4.563538,-1.093056,2.506775,0
1.428235,-2.849485,-3.340835,-1.895358,1.649058,-3.79579,-1.576163,2
1.563342,2.348995,-1.313805,-1.030132,1.747506,1.529879,-0.088899,3
0.340261,-0.035598,-0.905442,2.266523,0.760023,2.357293,3.062586,3
0.565658,-2.034117,0.123745,0.844405,2.359993,1.42108,-0.258836,1
-0.527665,-0.003216,-0.807173,1.448998,-0.526154,-0.551151,-0.985604,2
-0.057236,0.08773,-1.053625,1.329932,3.616079,0.238083,-0.363659,1
