@relation art47-weka.filters.unsupervised.attribute.NumericToNominal-R8

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute class {0,1,2,3}

@data
2.143858,0.081225,4.616242,-1.48673,-2.506159,-1.350228,3.195372,3
-2.473156,1.63223,1.925758,-1.915276,-0.203471,0.76108,0.902445,1
-0.663731,-0.751374,-0.988236,1.831872,-0.888457,-1.827428,-1.88132,3
-2.375559,-0.50121,0.064504,-1.028331,1.149789,-0.686123,2.183875,1
-0.368724,0.339936,0.009912,-1.019849,2.018123,-2.342619,0.96709,1
-0.25098,3.135686,2.597715,-0.704616,0.209047,-0.519392,2.274747,1
-0.15419,3.995689,1.600854,-1.849051,2.693407,-0.104054,-3.208562,2
2.4357,1.02649,-2.726599,3.893445,-2.216574,0.673363,4.726444,0
0.951344,-1.644948,-1.679969,0.887357,0.463735,0.045141,0.213063,0
0.175877,0.898921,0.587563,0.915251,3.501048,0.458477,-1.706758,3
0.949289,-2.377828,-2.833142,-0.521501,1.900883,1.462455,-3.359282,0
-0.213945,0.633093,0.266412,1.914887,0.629981,-2.172292,-1.521766,3
1.729044,1.970037,1.079959,1.255004,0.642599,-1.063824,-0.368275,3
0.444794,0.016974,-1.747918,1.471963,-0.170909,-2.770993,0.682546,0
-3.437212,4.907972,3.208847,-2.412748,1.89325,-0.234586,2.27218,1
0.500752,2.628606,0.971434,0.025009,-0.3032,-0.075765,0.830766,2
1.629427,-0.758588,0.268646,0.287344,-0.302138,-1.652819,0.793321,2
4.846684,-2.824838,-0.870547,2.963355,0.298979,-0.071738,4.322419,0
0.003247,3.407691,0.998853,-1.759644,-0.281905,0.612578,-0.606839,2
3.438526,-2.128248,-0.424634,3.410924,-1.651722,0.336476,2.877177,0
1.818619,-1.972999,2.270539,-0.885191,0.138645,-3.879933,-1.953555,2
-2.438264,1.982856,1.772219,-0.099371,1.357925,-0.105741,0.430917,1
3.772694,1.335887,3.787576,-0.624237,-3.25053,1.404853,4.07488,3
-1.815157,2.422495,1.898014,-2.270316,1.047176,-0.974012,1.491548,1
2.209536,1.703559,1.338672,0.087512,-0.778668,-1.63466,0.647281,3
2.591196,2.145826,0.005403,2.267855,-2.575805,-3.05207,-1.202836,3
2.619066,0.769384,2.774816,-0.920842,1.548324,1.404156,-0.273288,3
-0.940385,-1.262597,-0.777143,1.364841,2.140178,-2.014129,-0.017388,1
2.730868,0.945993,0.412713,1.772155,1.562349,-3.115034,1.092474,1
-2.640328,-0.795405,-1.446396,2.000015,2.33638,-4.319501,-4.075343,3
0.280717,5.642218,-1.473637,-0.841427,0.159222,3.521809,-0.389921,2
-2.436299,1.222749,1.394962,-1.345735,0.421453,-0.78445,2.591649,1
-1.015659,2.479339,2.311602,-1.095813,-0.429508,-0.399204,1.35391,1
0.970515,0.905351,3.048954,-1.296965,3.216611,-0.35011,0.442728,3
0.211411,0.159636,0.714722,-1.504077,-0.001974,-1.019753,0.555885,1
2.798578,-1.998896,-0.711778,-2.135405,2.406136,-0.282235,0.231821,2
1.730681,-0.694535,-0.062881,-0.85691,0.362856,-2.475244,-1.499209,1
0.510273,3.853826,3.584958,-3.766469,-1.006168,-0.164452,0.487843,2
-0.441455,1.274518,1.075928,-2.489925,0.516472,-2.277431,1.229511,1
1.186146,-2.353301,2.474284,1.567265,-2.102707,-1.004639,1.14438,0
0.586578,1.959929,-1.094554,-2.841624,0.566109,1.832707,-1.991152,2
0.572319,1.243661,1.537553,0.369409,0.374529,-1.159095,1.217184,3
-0.180429,1.403072,1.475389,1.168958,1.775416,-2.202201,-0.948142,2
1.005875,1.754479,1.352367,-1.823766,-0.208635,-0.162055,0.584657,2
1.576795,1.239266,3.098933,-0.539483,2.201447,0.720668,1.021713,3
2.6009,-1.090742,0.85016,2.028843,-0.266427,-4.963141,0.245129,0
-0.602446,0.819706,2.2995,0.520609,2.987003,-1.504079,-0.207685,3
-0.367648,1.706325,0.887877,2.126233,-0.683404,-0.792751,0.336047,0
3.317312,-1.380869,-0.723484,1.788584,-1.525834,-2.262449,3.023623,0
-2.554659,0.895114,1.570729,-1.512753,-0.114637,1.071877,1.408967,1
1.259205,0.391011,1.274149,-1.769123,0.222894,-1.044925,-0.253683,2
0.938916,0.32452,-0.086063,0.915067,-0.190286,-0.671698,-0.861163,3
0.725241,1.45081,1.03,3.304963,-2.014397,-4.101779,0.477528,0
-1.138898,0.776986,0.093516,1.553571,3.924276,-2.009679,-2.455533,3
-1.048167,1.871841,2.182466,-3.264492,-1.009858,-0.505281,0.790272,1
0.091657,0.648593,1.643879,-2.365347,-0.818434,-1.458161,-2.100784,2
0.514535,-0.401406,-0.752269,1.010492,0.434399,-1.083039,-2.349396,0
1.260993,2.387653,1.532901,-1.121997,0.852181,-0.574172,-0.690201,2
-0.322163,0.432508,0.725378,0.208541,3.172185,0.851288,-0.342358,0
-1.139825,0.287658,-0.356403,1.553611,5.232315,-0.806748,-4.213984,3
1.837781,-2.248655,1.399205,-0.421105,-0.678222,-3.043403,-0.192093,2
-1.399584,1.85452,-1.233983,-0.140013,-1.221946,-2.034864,0.438338,0
2.643265,-1.772118,-1.561816,1.347491,-0.631033,-0.718366,1.085946,0
0.45266,0.297746,-0.720059,-1.742494,-1.258449,0.437536,-0.521855,2
0.698348,-0.253248,1.182765,-0.034564,1.09408,1.410961,-0.136536,3
-1.09734,-4.194177,0.926736,-1.781028,0.794226,2.352371,1.353517,0
1.631826,0.860257,2.285166,0.595444,1.325258,-2.187351,1.715538,2
1.985727,0.917179,-0.97355,-2.603924,0.707553,1.088204,-1.839043,2
-0.871277,-0.883924,-0.200318,0.362597,0.432797,-2.197332,-3.651396,2
-0.02486,-2.235359,-0.098412,-0.730484,0.510788,-0.536448,0.001121,0
-2.156206,2.158271,1.524378,0.820212,1.685637,-0.447066,2.945825,1
-1.273879,-0.181371,0.215801,-0.514793,1.759852,-0.534892,-0.498054,1
-0.25885,2.904674,1.907106,-2.565168,1.489042,0.34349,-0.694439,2
1.552192,0.838652,1.174162,-0.088429,3.586181,1.274852,-2.052679,3
-1.854273,0.099035,-2.521598,1.806883,3.570198,-3.871619,-5.022488,3
0.176067,0.071528,-1.493314,1.268039,-1.757422,-2.219982,2.462125,0
-0.770448,1.495594,-2.12995,-0.856369,-1.509379,1.644918,-1.314411,2
2.682394,-1.237051,1.466762,2.177146,-0.351005,-1.901472,0.409374,0
-1.269991,1.755024,0.960314,0.041028,2.526225,-2.544469,3.234968,1
-0.057544,0.657924,1.323467,0.910612,0.930044,-2.805762,-0.996121,3
0.934495,0.059038,-3.218621,1.39559,0.452891,-0.377449,-0.641189,0
0.02736,0.236258,0.650484,-0.940876,0.408849,-1.110991,1.070195,1
-1.27456,-0.14646,0.122453,-0.939606,1.656418,-0.980204,0.705904,1
-0.359212,-1.900092,-2.940069,-0.1628,-0.906256,3.752796,-0.57637,0
1.415585,-0.718095,-0.533455,0.210841,2.181364,-4.233846,-2.62808,1
