@relation art40-weka.filters.unsupervised.attribute.NumericToNominal-R7

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute class {0,1,2}

@data
-1.395986,1.244251,0.471641,2.673085,-1.551279,0.98746,0
-1.21316,0.569511,-0.450588,-0.860141,0.376835,0.859411,1
-1.749877,-0.53638,-0.377213,4.687961,-0.597149,-0.260253,0
1.640987,1.483737,-0.432996,0.270847,-0.053743,-0.363069,2
-1.734499,0.957017,1.411419,3.230888,-1.792789,1.727625,0
2.148185,-3.534351,-1.73164,3.906551,-2.481674,-2.549818,1
-3.337917,0.157651,2.127184,0.927562,-3.534168,3.088252,0
-1.081677,1.762578,3.18973,-1.956862,-0.672595,1.597212,0
-1.727138,-0.562824,1.32898,1.119068,-0.478583,0.990592,0
-1.136355,-0.368873,0.567154,2.596453,-0.82598,1.52773,0
2.15455,1.077427,-2.117656,0.004816,-0.434995,-2.482733,1
1.133769,1.301086,0.137312,1.661049,1.349622,-1.59335,0
-1.380318,0.697649,1.567469,-0.262648,-2.065764,2.200957,0
0.411569,-1.310404,-0.826443,-4.052274,-1.811814,-0.615074,2
1.468237,0.731508,-2.679642,-0.774242,1.608876,-0.24756,2
-0.17566,2.226743,-0.355011,2.380072,-0.295166,-1.559485,0
0.476671,2.231731,-0.140777,0.676468,-1.344187,-0.542308,0
2.286635,0.867263,-2.481677,0.486661,0.280647,0.376838,2
1.657901,-1.145049,-1.525191,2.337755,-2.151911,-1.402438,1
0.897504,1.6658,1.134167,-0.429741,1.230112,-2.255877,2
-0.229853,-0.446437,-0.553839,-0.285557,0.092548,0.535572,1
0.559814,-1.882865,-0.963788,1.429437,-0.760572,-2.051248,1
3.025262,0.137134,-2.183069,1.931371,-2.386928,-2.072393,1
1.571457,0.750923,0.119861,-1.20661,-0.767272,1.013033,1
-0.910454,-0.711274,-2.567924,-2.568899,1.604966,-2.003936,2
-1.548429,-0.218788,0.403479,2.459154,-1.123525,0.723039,0
2.887902,1.112672,0.292779,-1.766776,-0.751419,-0.735145,1
2.160855,0.082911,-0.543873,0.092606,-1.121224,-0.645849,2
-0.169607,-2.074395,-0.862347,2.026183,-1.146316,-2.118428,1
1.153491,1.889681,1.152547,1.432558,0.115855,-1.401379,2
0.934621,0.141079,-1.840553,-0.507536,0.645824,-1.030113,1
-1.916891,1.684834,0.206949,-0.3295,2.167581,-3.042098,2
2.153208,1.716113,1.278904,-1.803558,-1.609485,0.270598,1
-2.388334,1.139507,2.211512,-0.22716,-2.466331,2.936791,0
0.806044,-1.776254,-0.311768,1.176279,-1.21658,-1.896172,1
-0.200737,-1.197808,1.464115,-0.801549,-0.711151,2.076051,1
0.48106,2.001909,1.878898,-1.031154,0.542321,0.31059,0
0.88414,2.972491,1.390505,-1.5697,-0.093216,-0.131662,0
1.566254,2.10068,-0.407329,0.630106,1.315949,-0.743358,2
0.464878,-1.737366,-0.189433,1.447804,-1.491014,-1.387334,1
0.063,1.140272,-0.064847,1.89794,0.222073,-0.592313,0
0.748028,1.412327,-1.448397,-1.329897,0.491185,-0.62905,1
-0.906008,0.509161,0.910408,1.331362,0.253618,0.061237,0
0.731219,-1.335797,-1.294211,-1.629341,0.911946,-2.877737,2
2.43843,2.351078,-0.433913,0.847215,1.201862,-0.390834,2
-0.980549,2.265548,2.266879,-2.691803,-1.87019,2.925368,0
0.771466,0.734906,0.490071,-0.911135,-0.811995,-1.15155,2
-1.531397,1.960089,0.536485,1.594172,-1.737393,0.3585,0
-2.486753,-0.483943,1.97031,1.162981,-0.472524,0.73962,0
1.564046,1.609556,0.026817,-2.364127,-0.610453,0.588228,2
0.56706,1.000695,-1.279027,-2.613634,-0.525334,0.818419,2
2.419905,-3.562918,-3.268428,5.291239,-2.746478,-4.689367,1
2.452525,-1.176999,0.331564,1.012906,-2.389568,-1.388524,1
1.949061,-0.433185,0.931061,0.46916,-2.625506,0.058737,1
-1.720777,-1.482675,-1.631031,0.587334,1.18006,-1.160266,1
0.80199,-0.947648,-1.717007,1.184389,-0.898929,1.258604,1
0.672732,0.560051,-1.241623,-1.996071,0.170457,-0.449316,2
2.322306,-3.57098,-1.192443,3.410866,-2.552507,-0.971755,1
-0.651569,0.145625,-0.591156,4.017644,1.660801,-2.519399,0
-3.128523,0.570999,1.614836,1.481072,-2.43796,1.721772,0
-1.35585,1.03863,0.871098,1.562313,-0.807563,1.074533,0
-0.564098,1.771541,-2.468314,-1.318046,4.262451,-1.612785,2
-3.560868,-1.846782,1.942529,3.853431,0.17874,0.805798,0
1.274047,-0.767689,-1.392417,-3.128624,-1.690088,0.508332,2
2.436949,-0.772899,-0.958684,-1.104163,0.669569,-2.3656,2
2.435155,0.672662,-1.559124,2.742322,0.852643,-1.089248,2
-2.597284,1.388864,2.203927,-2.588233,-3.542251,3.860732,0
-0.67379,-0.254171,-2.431841,0.804672,0.547081,-1.104601,1
0.43682,1.830306,-2.028262,0.207383,1.28156,0.072629,2
-0.127955,1.51551,-1.308012,-1.235091,-0.108475,0.520375,2
2.462108,-3.443169,-3.535026,4.514952,-1.974166,-2.517212,1
1.38139,-0.888622,-2.453937,2.166905,-1.351558,-2.347882,1
1.767972,-1.089081,-1.177001,1.448484,-1.563891,-1.160073,1
-1.755581,-0.623244,-0.129497,3.906146,-0.126385,0.503942,0
1.300604,1.224465,-0.091305,-1.710073,-0.275757,-0.501605,2
-2.027849,0.151586,0.758191,1.319722,-0.144273,1.016095,0
2.97652,-0.083825,-0.615385,0.435921,-1.83253,-1.520961,1
-0.242071,0.754371,-1.173933,-0.717792,0.652439,-0.63325,1
0.378378,-2.709517,-2.907444,-2.971032,-2.93256,0.386005,2
-0.263472,1.445685,0.470288,0.552175,-1.456127,0.185734,0
3.230227,-2.022433,-1.243389,2.682193,-2.757867,-1.919991,1
1.881935,-2.404812,-1.021908,3.17586,-2.953543,-0.902424,1
1.940358,1.965145,0.368504,-1.752736,-1.042492,1.251562,1
-1.607825,0.146095,2.576735,1.886417,1.835018,0.178371,0
