@relation art04-weka.filters.unsupervised.attribute.NumericToNominal-R8

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute class {0,1,2,3}

@data
-1.531894,0.328704,-0.946899,-0.635414,2.315238,-0.381833,-1.733192,1
1.060213,-0.616833,1.986496,-2.174039,-0.828034,-0.314793,1.072336,0
-2.000284,1.964538,3.435421,1.627942,-1.115611,4.527606,-0.687395,3
-1.134249,-0.499626,-0.037814,-0.665171,2.209712,-3.068497,-2.699818,1
-1.987157,1.271652,3.181012,0.737686,-1.588213,3.095531,1.348134,3
0.621983,-2.395958,-0.704953,-2.424188,0.21653,-0.451374,2.45419,3
-1.036799,0.71792,1.295145,-0.581706,0.439679,1.300839,-1.593261,2
-0.137305,2.206607,2.609684,-3.624834,0.615438,3.628728,0.661633,2
0.035676,1.94411,-1.253308,-1.270857,0.921946,-0.792256,-0.646763,2
0.428133,1.359247,1.214886,0.901475,-1.975609,-1.828089,1.399776,0
-1.604481,0.37241,1.113012,-2.245382,-0.03046,-1.948569,-1.979249,1
4.372593,-1.03747,0.121055,-1.18806,-3.115069,1.085817,0.272529,3
1.997553,0.14099,-1.974539,-2.860322,-2.981764,1.551497,0.050542,3
-0.922652,0.17738,-0.446711,0.521172,-1.777553,2.223514,-1.421233,2
-0.156917,-0.14069,1.084683,-1.215199,-0.421022,1.798925,0.430462,3
2.96475,-3.221198,1.07954,-1.726991,-0.399895,-0.762826,3.136106,3
0.227565,0.508829,1.612778,-3.599816,-1.647177,-1.87269,-0.381449,0
-1.626971,-0.948129,-1.468871,-0.592162,0.658816,-0.158209,-0.567655,1
-0.568505,-0.012725,1.665562,1.121194,-0.564164,2.880079,-0.408331,3
1.827112,-0.870646,0.744723,0.33153,-1.390342,-1.395549,0.633717,0
1.634223,4.502385,-0.823929,-0.561704,0.768813,1.791365,-1.077217,2
-0.365527,-2.184989,0.22975,-2.042761,0.353023,-3.538125,-0.953673,1
0.457472,-1.949777,1.273921,-0.372995,0.952672,1.165637,1.331625,3
-1.386055,-0.492931,-0.433582,1.145071,-1.479389,-0.807493,0.326059,2
-3.174732,-2.101709,1.906147,-1.144449,2.217491,-0.717082,-2.112354,2
-0.454254,0.562155,0.419735,-2.82634,-2.792556,-0.099694,2.024078,3
1.220973,-0.495525,0.675388,2.021302,-0.110499,-0.177367,1.824617,0
1.279461,1.284126,0.478494,0.535334,-1.95818,-1.542308,1.628126,0
-1.290053,0.426576,1.458686,-0.014298,-0.440033,2.289739,-0.586664,3
-0.436296,1.974624,-0.720903,-0.149738,1.469229,0.548771,-1.381404,2
0.3258,0.868485,0.645997,0.261025,-0.878866,-1.978951,0.143791,0
-2.621604,0.709083,0.900677,-1.588979,0.437066,-0.673878,-1.922736,1
0.277855,0.685891,1.922759,-1.165617,0.74507,-1.351273,-0.21587,2
2.916506,-1.210425,1.385422,-2.124936,-1.257772,0.711668,1.112484,3
-3.402493,-0.074275,0.054386,0.330588,-1.674884,1.569912,-1.784322,1
0.642284,-2.297042,-3.007214,-3.248324,0.546892,0.347717,1.314714,3
0.403605,2.946563,2.53813,-3.237468,2.155599,1.617923,-1.309737,2
-0.568584,0.47992,1.790378,0.158674,-1.169117,-1.744983,2.485173,0
0.03494,-2.933913,-1.354342,-2.216902,0.979086,-0.444245,3.150424,3
2.901735,-1.358986,-0.005472,-0.210212,-0.277771,-0.328018,-1.742301,0
0.640575,3.425251,-1.671274,0.124571,-0.049203,0.963725,0.576684,2
1.513328,-0.517132,0.99795,-0.314198,-2.05572,-0.641791,1.571015,0
1.330055,-2.181614,-0.043122,-1.652507,-0.092329,0.177572,2.036753,3
2.741593,-2.303813,0.350746,-2.430992,0.271073,-2.596465,-1.973046,1
-2.152668,-1.185683,-1.396397,0.526853,1.328942,1.892113,-0.80839,1
0.029513,2.160781,5.705004,2.698982,-1.562966,4.78637,-1.867384,3
0.985781,1.849693,3.031433,-0.407646,-3.899552,1.860954,-0.338466,3
-0.257988,-1.831928,-0.966768,-0.292908,2.740919,0.876674,-1.108047,1
-0.856443,-0.66518,4.797676,-1.744031,-0.744845,-0.52404,0.242584,2
-1.785674,1.792935,2.239403,-2.511037,3.643549,2.335391,-2.534033,2
0.241268,0.832753,1.386489,0.19229,-0.298118,0.606077,-1.509393,2
-1.601377,-1.403241,-1.68581,0.05598,2.577571,1.013599,-0.418466,1
1.200218,0.681679,1.215015,-1.567513,-0.957148,-0.944443,0.459143,0
-0.088875,-0.430022,1.091325,0.363424,-0.773986,-0.36361,-2.421161,2
-0.076305,-2.859082,-0.308931,-2.141919,0.903695,-0.873277,2.434086,3
0.773917,-0.913518,-1.85662,-1.304977,5.376744,-0.745465,-0.957776,1
-2.041985,-1.771979,-1.669201,0.315441,0.173547,0.488821,-0.471232,1
0.709913,1.387331,2.96863,-1.594085,-1.773304,0.920912,-0.337207,2
1.807831,0.630196,-0.951524,-1.361679,-1.191895,-0.651338,-1.673218,0
-1.704683,1.646339,-2.519377,-0.148529,-0.051168,3.389874,-0.392462,2
-0.129143,-0.29064,-0.140241,-2.14128,1.550364,-1.613364,-1.56673,1
-0.370449,-2.537339,-2.120143,-1.279272,-0.911118,-0.513784,0.776257,1
2.154372,0.995615,0.731887,0.280673,-1.195282,-0.85332,1.306087,0
0.953198,2.521705,0.913348,-2.877532,0.274503,1.747095,2.664268,0
0.65193,-1.765885,0.110756,-1.860379,0.027475,-0.945667,-0.170842,3
-2.715958,-0.324327,0.020614,-0.913966,2.651021,1.276983,-2.715975,2
0.719705,-1.501271,0.99925,0.052814,0.175474,-1.46257,-0.897481,0
-2.223697,1.170984,-0.892693,-1.479585,2.057775,0.784496,-1.458048,2
0.820659,0.539128,1.647346,0.048968,-0.206261,-2.284316,0.632249,0
-0.383797,0.191755,-0.272796,-0.931994,2.290246,-1.577367,-2.74272,1
3.014934,-1.357741,1.324062,0.877227,-0.597341,3.014501,-1.150981,3
1.077692,2.553861,1.58369,-1.427675,-0.600405,0.001171,3.274451,0
1.093155,2.718424,0.93373,0.146157,0.346337,-0.112821,0.467144,2
0.178378,1.907361,1.763527,-1.547378,-0.001035,1.2001,-1.041414,2
-2.264057,-0.703563,-0.100182,-0.577842,0.380107,-1.112972,-1.599089,1
-0.334787,1.239047,1.604674,0.080298,-1.454417,3.136544,-1.771431,3
-0.239115,-1.836582,0.583273,2.607832,-4.688359,-0.307729,0.879106,2
-1.874347,0.497237,-0.074227,-3.785315,-1.648861,-2.017726,0.756028,3
-0.273144,1.947286,3.561149,-2.610491,1.303565,3.199865,-0.872302,2
1.011683,-0.646179,1.815651,0.297851,-0.111922,-1.362639,0.847313,0
1.711437,-0.983379,1.33854,-1.10453,-1.509715,-3.042763,-2.228425,0
-1.093701,0.239537,0.52037,-1.936958,0.918325,-0.544572,-1.718516,1
-2.491849,-0.878998,3.425359,-2.465402,1.228782,0.246692,-0.856079,2
-0.220101,-1.728216,-0.627292,-0.94924,2.067278,-3.459853,-1.65047,1
1.57651,0.349954,0.459064,-1.228465,-1.789863,-0.976937,0.249309,0
0.222501,-0.908171,-1.695895,-0.72175,1.385306,-0.08314,-1.359259,1
-2.251281,0.899048,1.381769,-1.363597,1.000899,-2.904947,-3.272294,1
2.49836,-4.053467,0.537915,-1.36636,0.9144,-0.378096,2.873069,3
0.065175,0.495323,1.149275,-1.823412,0.370393,-1.442733,-3.272318,1
0.03936,1.045757,1.534615,-2.381285,-1.807301,-2.390198,0.04967,0
1.064841,1.993227,0.481967,0.329505,-1.979874,-1.104376,2.43976,0
1.781868,0.715894,0.895965,-0.351108,-3.129567,3.192393,-0.560926,3
1.120823,1.463318,1.025723,-0.452801,-0.90267,-0.797801,1.905198,0
-2.70023,-1.929033,-3.681817,-0.704689,1.314852,-0.620193,2.005676,1
-0.984998,1.431032,1.398955,-0.855781,-1.889547,1.962887,-1.71712,3
0.427196,-0.27776,1.94169,-2.873009,-1.128384,-2.316908,-0.718047,0
-0.204578,0.381269,0.816201,-0.01165,-1.107667,1.172343,-1.457037,2
-0.74892,0.740048,2.65833,-1.429011,1.087874,-2.455042,1.146475,0
-1.874773,-2.089383,-0.72478,-0.870618,1.593874,-0.840222,-0.126689,1
-1.09297,-1.532776,-1.877398,-0.716417,-1.551632,-1.090509,-0.412083,1
