@relation art28-weka.filters.unsupervised.attribute.NumericToNominal-R8

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute class {0,1,2,3}

@data
1.442734,1.128164,0.505616,0.640245,1.896666,2.620854,0.477625,1
-0.878596,-1.185132,-1.057756,-1.646028,1.622855,-0.370088,-0.828651,3
-0.83747,0.675103,-1.540696,2.2474,0.446015,-1.63051,-0.604939,2
-0.244792,-1.144682,-1.899019,-1.514334,2.939046,-1.558962,-2.2429,3
-2.108615,-2.146802,-1.404475,-1.314692,1.08406,-1.163863,-3.699589,2
-4.240979,0.84187,-1.707201,-0.554084,-0.387035,-0.217508,0.671207,3
-0.216085,0.732587,-1.967966,0.176469,1.391947,-0.069972,-2.427674,2
2.015589,0.210965,-3.320804,0.303237,1.708561,0.104011,1.697019,0
1.679896,-3.339155,1.669755,-2.964032,0.403612,-0.202757,-3.13437,3
0.360428,2.711913,-1.108055,0.113204,3.281205,-0.797631,0.853831,1
-2.153733,-0.074759,-2.05927,-0.796962,2.209217,-1.940978,-1.079851,3
1.463672,0.040117,-4.120671,0.036932,0.772865,0.325613,-1.352967,2
-2.327398,0.449182,0.204948,2.46317,0.959753,-4.054089,-3.082811,2
3.933013,-3.433816,2.783578,-0.523348,-0.613603,2.133717,0.81693,0
-1.513601,0.615725,-3.042663,-1.860029,2.679354,0.854284,-2.256343,2
-0.963311,-0.692414,-1.512199,-1.65335,0.319051,-1.434792,-0.513601,3
-0.228367,-0.453676,-0.769991,0.253581,-0.904965,-1.747153,-2.253401,0
-1.98064,-0.046897,-1.213013,-3.284149,2.799457,-0.207341,-3.198871,2
0.15655,-2.336666,2.131206,-2.678572,-0.019541,-0.592632,-2.226129,3
-1.185513,0.019932,2.17192,1.564086,0.316669,-1.867897,-0.151454,1
-2.772811,0.391829,1.325176,0.899841,1.226835,-3.066287,2.880551,1
-1.21367,-0.85208,0.794964,-1.146221,1.833287,-1.568437,1.436823,0
-0.423095,1.654182,0.813647,2.074342,1.031502,-1.081732,0.36343,1
-2.670421,-1.06171,2.639355,-0.23781,-3.222528,-2.272697,2.461955,1
-1.665916,-1.011952,1.55062,1.401961,0.12922,-0.06484,1.528707,1
-0.062248,-0.13199,-0.397428,0.636871,0.142814,0.928267,2.099373,1
-2.231333,0.616701,2.826505,0.584814,0.383544,-2.756016,2.456792,1
-1.210513,0.505119,1.972605,2.621198,-0.021882,-1.249067,1.048949,1
-1.414642,0.895387,-0.285769,0.767759,2.393243,-0.783101,2.665841,1
4.209066,-1.806192,-2.477129,-3.177956,0.230059,0.353846,4.065055,0
0.079154,1.394196,-2.8539,-2.349605,2.43092,-0.041111,-0.744398,2
-1.015819,-0.477408,0.747461,0.08571,1.563964,0.095839,1.674795,3
-1.376359,1.716403,-0.318632,1.079007,1.890756,0.179044,-0.321148,0
-2.327505,3.663774,-2.009404,0.591911,2.770866,-0.57607,0.271798,0
1.006207,1.626442,-0.138055,-2.222621,-2.20993,-4.789081,0.566319,0
-0.272677,1.32998,-0.985361,-1.383375,1.755246,-0.987722,-2.047131,2
0.083037,-3.261981,-0.281877,-3.982904,-1.716098,-1.408184,-1.291099,3
-1.018019,1.4666,1.537819,2.253204,-0.981365,-4.511169,-0.929828,2
-2.73923,0.187148,-1.700202,2.782781,2.717316,1.83794,0.279263,3
0.393579,0.821263,-1.652165,-1.653111,3.408113,0.987036,0.978165,1
-0.178796,1.695551,-0.151555,0.989264,2.202242,0.27877,1.567605,1
1.588334,2.214104,-2.78396,-5.949651,0.797254,-3.114855,3.181561,0
0.527487,1.582338,-1.542905,-2.950219,0.277339,-3.442839,1.2587,0
0.392393,-3.727335,-1.731122,-4.257416,-0.540967,-4.626978,-5.090374,3
-0.658356,-0.359464,-1.742985,-1.035976,2.378417,-0.913863,-1.47874,3
-1.712151,1.379254,-2.473612,0.037151,2.567999,0.603847,1.101277,0
0.13856,0.473401,0.532709,1.6239,1.246751,-0.362554,1.373738,1
1.016683,-2.636,-2.055042,-3.676328,0.431459,-2.271539,-1.759293,3
-1.065584,1.590981,0.420206,2.404948,-0.586997,-3.020344,-2.57541,0
-1.589588,2.764269,0.666133,1.87918,0.829446,-3.80317,0.458082,2
1.100473,0.330588,-2.299011,-1.90974,0.729231,-1.527128,2.230434,0
-1.988783,3.157969,0.141277,-1.948699,0.820807,-1.256414,1.085023,2
0.384504,1.354541,1.113425,-0.585998,0.905228,-1.200321,-0.820265,0
3.458142,0.569116,-0.862999,-3.485025,-0.743351,-2.952314,2.589547,0
-0.076196,-1.994811,-0.341307,-0.537419,0.907562,0.30994,0.493864,3
-0.28686,-0.80274,-1.343786,1.80123,1.631363,0.141098,-0.041158,3
-1.027539,1.425253,1.199971,1.463257,1.326192,-0.683443,0.855578,1
0.222226,0.254321,-0.795329,0.947572,2.566748,1.667156,0.047144,0
1.390235,0.19936,0.803868,0.9751,0.886697,0.800171,-1.077174,0
-1.798811,0.733923,0.614082,-0.25526,1.428524,-0.748183,3.684755,1
0.618303,0.398774,0.526126,-1.819051,-0.697421,-1.192848,-2.369394,2
1.111421,-0.132249,-4.018277,2.357101,2.513822,-0.008936,0.018678,0
-1.252576,-1.521214,-3.065642,-1.332477,0.034525,-1.86992,-3.120007,3
0.997234,0.42696,-0.925546,0.117067,-0.812836,-1.962626,0.477867,0
-0.47579,1.153365,-0.778173,-0.088559,-0.27138,-1.598664,0.371761,2
-2.044043,-0.767887,2.741583,-0.974929,1.662578,-0.684178,2.185698,1
-1.883867,-0.448604,-1.471256,0.354687,1.38312,-0.983816,-2.730402,2
-1.64749,3.590722,0.616714,-0.960177,0.83426,-2.874781,1.956202,2
-1.106302,-1.306436,0.423577,0.237175,1.5209,1.462122,2.475769,1
-0.40823,-1.174604,-1.200872,1.982961,1.838858,-0.339828,-1.445689,3
-2.048836,-0.857612,2.85625,2.201343,-0.396049,-1.872872,-0.122579,1
-0.436791,0.329281,-1.823134,-2.190571,0.974724,0.052119,-1.412569,2
-2.579334,-0.102361,-1.204645,-2.149781,1.260039,-1.24166,-1.335297,3
-2.744611,-1.011852,-5.153357,-2.633606,3.444289,1.949428,-0.760329,2
-1.197537,-0.972551,-1.296583,-1.23512,0.550821,-3.490778,-2.219956,3
-1.705182,-0.726516,0.611492,0.529909,-0.013207,-0.339419,2.089366,1
-0.717346,0.398889,1.715442,2.026768,0.723152,-1.629458,-0.42472,1
-0.806942,1.54402,-0.317195,0.982147,1.932976,-0.360833,-1.026006,0
-0.253146,-2.374646,-3.665459,-1.588484,-0.326497,1.86149,0.077986,3
1.276086,2.40483,-2.405892,-2.384472,1.487687,0.255028,1.143933,2
1.024221,2.126804,-3.266504,-2.668771,2.768972,-0.450885,3.595446,0
0.843096,-2.13991,1.099795,-3.475544,-0.579004,-3.998419,-3.584832,3
-0.506298,0.983056,1.31677,-0.472804,0.683175,0.027294,-1.017835,0
-0.880829,-0.106383,-3.263591,-2.303881,2.381576,1.572741,-1.120244,2
2.335819,-0.053917,-1.193537,-2.235034,2.062745,2.007082,1.94874,0
-3.076001,0.858687,-1.528239,-1.420546,1.563064,-0.541008,-0.836532,3
-0.300766,-0.047283,0.695448,-2.594187,0.675135,-0.623042,1.466112,1
-4.456928,0.660252,-0.379669,-0.649151,0.833935,-1.758099,1.617975,2
-2.613001,0.702728,-0.850645,-0.312507,0.593185,-0.824441,-0.525757,3
-1.290553,1.82133,0.377759,1.655352,0.185438,-1.163348,2.335946,1
1.497622,-1.748804,-2.850461,-0.087369,-1.040874,0.011615,-2.545827,2
-0.463646,1.432657,-0.581512,1.439246,2.093833,0.710265,-1.213174,0
0.133784,-1.944777,-0.635959,-2.56835,-1.593794,-0.975508,-1.102552,3
-0.802613,1.529976,2.277538,1.479767,1.964086,-2.124185,-1.004367,1
0.158857,2.97478,0.822952,0.489175,2.119159,-2.888182,-0.315487,1
2.208159,0.60114,1.272538,-2.851954,-0.375445,-3.291536,0.160141,0
