@relation art45-weka.filters.unsupervised.attribute.NumericToNominal-R8

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute class {0,1,2,3}

@data
-0.830199,0.409292,-0.677285,1.381215,0.478143,1.901667,-0.592145,2
0.834807,-1.851398,1.218889,0.022717,-1.254015,2.061964,2.329403,1
2.600691,0.315952,-0.742976,-3.63784,-1.985079,-0.207114,-1.040886,1
4.270033,-0.822993,-3.635703,2.914992,-0.33505,1.339106,-0.417114,0
-0.212136,-2.189933,-2.819842,-1.534104,0.165218,1.255169,-1.364637,3
-0.786901,0.474067,-0.739963,2.492653,5.142126,-0.154807,-4.462634,2
1.856866,-0.754778,1.232045,-2.527659,-1.227567,0.067981,-0.238931,1
0.588188,0.021795,-0.685638,-0.889251,-0.645416,0.155528,-2.099492,0
2.981039,3.018959,0.0285,0.850802,-3.006126,1.735432,0.980759,1
0.149276,0.491152,-0.914363,0.552299,0.75042,0.830806,-0.24354,2
-0.752694,-2.020869,0.201052,-1.802653,-1.169261,4.483031,-0.049888,3
-0.848194,-3.169695,-1.497574,-0.944988,0.144,2.61876,-1.617589,3
4.394644,4.132199,-3.146816,4.806402,0.509983,-0.598932,2.271027,0
2.0562,2.191173,-1.97141,1.3462,-1.556492,-1.572596,-0.357201,0
-0.541329,0.245411,1.323137,1.913604,3.460017,0.428316,-1.371244,2
0.76702,1.98308,-0.478763,-0.422751,-0.101546,-0.126144,-0.126548,0
1.817079,0.337363,-1.356289,0.136658,0.622369,1.852601,-0.147217,0
-0.367185,-1.515711,2.311056,1.694061,-1.546931,1.750581,2.888018,1
0.190189,-1.814875,-1.218654,-0.381796,1.409355,2.863253,-2.142116,2
1.814206,1.906042,-1.440028,-1.903886,-0.610209,1.731614,-0.023333,1
-1.894298,0.982894,1.509499,1.112076,3.883204,2.552053,-2.549575,2
4.536767,-3.162258,-1.980098,-2.099009,1.91588,3.071258,0.500951,3
-1.140475,1.322973,0.437115,-1.347247,-1.348559,-0.371474,-2.215579,0
-2.119161,-1.9155,-2.310248,-4.16565,-0.833549,3.884691,-1.721717,3
0.34638,-0.213213,0.187568,-1.135749,1.079627,0.339825,-1.243038,3
0.347414,-4.066757,2.374533,5.198696,-3.951125,5.077495,6.363299,1
-2.886343,0.944432,-0.199895,-0.032651,0.716209,2.69355,-0.859238,2
0.177819,-1.333157,0.087198,-0.320001,1.836145,1.256056,-1.865992,2
-3.256042,1.219734,2.736874,-1.217707,-0.13162,-0.41674,-1.85641,3
2.028087,1.989957,-2.048653,2.565572,-2.005203,-1.036269,-0.217837,0
1.244976,-1.213235,0.873352,-0.054661,-1.09888,1.540937,1.762826,1
1.04355,-0.554982,-1.533752,3.118372,-1.859367,-1.484423,-2.367665,0
-3.84657,2.155727,1.259867,-1.963802,2.748165,1.318905,0.206123,3
-2.459653,4.135346,-1.056,3.267636,2.537571,-0.200022,-1.868374,2
-1.429855,0.963583,-1.457948,1.489708,0.188262,1.680622,-0.58503,2
-0.569782,-4.577713,1.242342,0.386778,-0.756976,5.092457,3.43044,1
-1.529427,2.308309,-0.168742,2.04432,1.89116,-0.100388,-1.311958,2
-0.484529,-2.850913,1.593086,0.895083,-1.599071,4.284667,3.113895,3
-3.241976,-0.443471,-1.589464,2.462867,4.35385,1.718563,-3.644203,2
2.0799,-2.380448,-0.214429,-4.098897,-1.46804,1.674892,-0.315929,1
-0.474945,-1.71019,0.041503,-0.009128,-0.737619,-0.65234,-2.974807,0
-2.449346,2.831102,1.190561,-2.273464,1.996772,-2.060445,-2.717174,3
3.924102,-1.277166,0.410422,-0.264803,-3.324279,0.130036,1.387677,1
0.267292,-1.869628,-3.154979,-0.244656,2.1522,1.757213,-0.534529,3
0.395984,0.538976,0.170605,-0.633058,1.657218,-0.315087,-1.953697,3
-0.686808,0.285672,0.623758,-4.498136,1.901968,1.105337,-0.796562,3
-0.80303,-0.388054,-1.430893,-3.179384,1.071824,2.442195,-0.627385,3
3.02076,0.984749,0.478997,0.491465,-3.417797,0.317233,1.672139,1
1.689049,-0.254962,-2.466379,2.612211,-1.619107,-0.212357,-3.382403,0
2.676222,2.96944,-2.004175,1.717073,-0.38666,-1.740677,0.342546,0
0.239853,-1.574579,2.316707,-1.604606,0.825385,0.64623,0.234612,1
-2.351515,1.001913,-1.098492,0.789631,1.532915,1.772484,-1.542617,2
-0.275782,0.711098,-0.116653,-1.504833,-1.295472,3.541041,0.273047,1
-1.395424,-2.707321,-0.714696,-0.992651,-1.494573,1.899325,-1.711805,3
2.198081,-0.574675,-2.172558,1.432613,-2.046203,-0.769742,-0.684791,0
-0.764447,1.392824,0.020253,-0.045984,-1.777533,-2.386187,-2.870697,2
2.039166,-2.019629,2.255242,-0.31127,-1.67038,0.914867,1.217416,1
2.711641,-0.89139,-1.740249,1.934421,-0.08578,-2.370203,-0.492483,0
0.661957,3.621727,-3.797329,-0.706223,-2.433053,0.437505,0.021975,2
2.28738,3.053348,-1.829196,1.660347,-0.157588,0.128445,0.72778,0
-2.002636,-2.270868,2.367923,-3.440811,2.949447,0.820059,-0.650564,1
0.106322,-1.137097,-0.098269,-0.07525,1.509389,0.713552,-0.787501,3
-2.120208,1.072604,1.667144,-0.339912,1.856285,3.694708,0.524287,1
2.413413,-2.710128,-4.16592,-3.49533,-0.863715,2.83893,-0.169968,3
-1.748236,-0.165088,-0.41389,0.806888,3.686043,1.318718,-3.452547,2
1.074114,2.996356,0.103769,-1.770365,1.463374,0.833583,2.112571,0
-1.176097,-0.512146,-2.091004,-1.618298,2.583178,1.42479,-1.016594,3
-1.079053,-1.041384,-0.107429,-0.461386,1.702638,0.889292,-1.070903,2
-1.210142,0.211052,0.596634,0.371778,-1.31316,-2.955238,-3.183959,0
-1.417826,1.35423,-0.405413,0.945624,-1.026275,2.361258,0.962078,2
