@relation art09-weka.filters.unsupervised.attribute.NumericToNominal-R5

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute class {0,1,2,3}

@data
-3.214406,0.856076,-0.716953,1.417838,3
-0.971571,-1.733929,-1.774919,-2.27497,3
-2.141702,-0.868745,0.509822,-0.254847,3
-0.971034,-1.116048,2.742189,2.046309,3
1.122047,-0.604487,-3.242427,-2.073407,2
-2.219328,0.484841,-0.006373,0.47788,0
0.891336,-0.097065,-3.627947,-1.329202,2
-0.62455,1.478125,1.687961,-1.39933,1
-1.143404,-0.114959,0.364792,-2.040725,1
0.973823,1.006083,0.770948,-0.395467,1
0.147976,-0.6102,-2.204613,-0.663139,3
0.550086,-1.87778,3.330567,-1.944395,0
2.722344,3.658929,-0.868781,-0.310375,2
-3.509624,-0.064132,3.074928,2.077875,0
-3.790637,0.271476,1.395901,3.079989,0
-0.956101,-0.424061,-1.157831,-1.18618,3
-1.816824,-0.044658,-3.254702,-2.194541,3
-0.908009,-0.066442,0.039995,-2.394656,1
-1.220646,-1.264581,1.406377,0.765892,0
1.806707,1.27205,-0.878465,-1.642943,2
-0.661577,-1.579421,3.134332,1.58827,0
0.136178,0.10749,-0.202033,-3.187177,0
2.04576,1.941147,2.02989,-0.922404,1
-0.380772,-2.076937,-0.878729,4.302599,0
-3.192226,0.999912,1.007132,-0.692317,1
-0.783023,-0.138217,0.061067,-1.599339,1
-2.127353,-0.318137,1.799901,-0.06222,0
2.791304,1.259099,-2.482196,-2.39504,2
1.701284,1.908706,-0.383445,-0.892453,2
0.163692,-0.88904,3.536328,0.921745,3
1.040179,-3.04592,3.38828,0.204474,0
2.208641,1.976951,-1.827304,-1.092241,2
-0.136518,0.701187,-0.241306,0.532056,3
1.340913,1.514079,-0.720925,-0.939506,2
-1.476835,1.149992,0.96336,-0.637736,1
2.763088,2.633702,-1.002728,-1.583098,2
-1.099488,-1.007975,1.424041,1.746351,0
-1.702172,-0.142339,-0.24399,-2.581566,1
-2.460525,-0.658412,1.341647,2.835545,3
-1.656929,-1.427283,-3.570063,-2.202377,3
-2.254853,-0.088019,1.419828,1.485234,0
-1.13345,0.507576,0.908319,-1.387224,1
-0.093611,1.114805,0.056307,0.019138,2
1.31834,-2.424067,-0.118853,-2.468195,3
-1.618806,0.451125,0.235981,0.056502,3
0.99333,0.759408,0.836817,-1.681602,1
0.688032,-1.661943,0.204176,0.690615,0
0.492319,0.182513,-2.399429,-0.774896,2
3.025922,-2.719453,-0.567152,-1.282418,3
-2.368274,-0.916147,-0.781118,-1.497127,1
0.443977,0.534099,-1.543632,-0.76733,2
-2.191095,-0.489072,3.942368,-0.413042,0
-3.87685,1.836217,0.445968,3.392242,3
-3.012824,1.810177,1.816683,-0.424193,1
-4.455932,2.711542,-4.115184,-2.10397,3
-0.704912,-0.958369,0.038224,-0.018126,0
-2.798864,0.573024,1.250839,-1.609966,1
-0.570474,-0.874326,-0.503869,-2.461018,1
0.972744,-1.012764,-4.531451,-1.846688,2
2.568908,1.993249,-1.743211,-1.571467,2
-2.681193,-0.026562,-0.147914,-2.16414,1
-4.488644,0.206041,0.311557,2.488714,3
0.146394,-1.190437,-4.292088,-4.179866,3
2.828396,1.08797,-3.098799,-2.639101,2
-1.360313,1.474446,1.776112,0.267171,1
-1.074461,2.346265,1.967483,-0.401126,1
0.360256,-2.214051,-0.743355,1.238743,0
1.08197,1.451795,-0.841023,-0.666052,2
-1.924201,-1.169771,-1.424813,-1.351164,3
2.427836,3.170306,0.923164,-0.911316,2
-1.586263,-1.797076,2.059674,0.879787,0
0.024659,0.66917,-0.169413,-0.556472,2
-2.233547,-1.67236,-0.371013,-0.343965,3
-1.403578,-0.725688,-0.487983,2.341014,0
-0.018185,-1.846039,2.252354,1.346315,0
-1.317126,-0.661398,-2.936954,-2.998988,3
-0.007334,-1.810648,1.966217,-0.711472,0
2.350167,0.785058,-1.813262,-2.513979,2
-0.44827,0.762931,-0.459856,0.345533,2
-1.364694,1.108378,0.688683,-1.359038,1
1.180129,1.638183,1.414883,-0.592651,1
0.501519,1.441732,0.458949,-0.372574,2
0.476237,1.889144,0.817723,0.004747,2
0.562519,-1.823253,-0.196883,0.240616,0
-3.237969,-0.766794,-1.084039,0.49103,3
-3.199557,-2.68065,-0.182507,-0.548092,2
2.417521,0.663622,0.847377,-0.907847,1
0.4245,1.898324,1.042491,0.132685,2
-1.432271,0.51101,-1.225393,0.700682,0
0.24607,-1.484586,-0.577618,0.15633,0
0.240836,-1.272002,0.981733,-0.645801,3
1.04687,1.298318,-0.390419,-0.652087,2
0.159966,-1.332868,0.081872,2.149617,0
-0.435676,-2.17457,1.029731,1.206551,0
-0.207731,2.047,2.041131,-0.646186,1
-0.843245,0.39198,0.341069,-1.157683,1
-1.006286,-1.401036,0.454313,0.015495,3
1.685801,2.476074,0.537875,-0.603194,2
0.430673,1.749914,1.54341,-0.678903,1
1.039387,0.225874,0.770284,-1.660133,1
