@relation art14-weka.filters.unsupervised.attribute.NumericToNominal-R11

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2,3}

@data
-0.326662,1.919481,-1.617181,-0.075542,1.618202,-1.478264,-1.2516,-3.957185,-4.183189,-1.122204,1
2.006623,0.682699,3.377256,-0.999054,-0.602015,4.013352,1.627154,-0.409811,-5.053342,0.054985,3
0.170994,-3.000858,0.310671,-0.884571,-3.402082,3.896238,2.145397,1.403147,-1.922142,-0.629966,3
0.073584,0.365497,2.586969,-1.318416,-0.415252,2.428764,2.248497,0.701302,-1.78084,-0.58498,3
0.055739,-2.624281,0.141858,-1.943475,-1.235812,2.554379,0.028052,-2.408445,3.011371,-1.032187,2
-0.883056,-1.587048,6.338391,-2.038661,-0.897167,2.915405,1.406863,0.393802,-0.824462,-4.864073,2
0.264161,0.39916,1.937293,-0.311615,-2.181191,-0.014318,0.505896,-5.67423,-4.614293,1.022265,2
2.383295,-1.791899,-2.553971,1.231263,0.39215,2.009264,-1.518682,0.106285,-2.626714,0.015647,0
-0.254794,-2.707666,3.46077,-1.706569,-2.676129,2.665,1.42568,-0.918185,0.021074,-4.135819,2
0.684464,0.601972,-0.969108,-1.248349,-0.526776,1.612399,-0.681235,0.654147,-1.404549,-1.554468,0
0.101692,-4.859489,-2.469885,-1.625292,-5.161356,3.46521,2.29484,0.000171,-1.659274,1.264019,3
-1.410016,1.790229,0.90062,-0.501528,-0.566364,-1.156611,2.161716,3.394202,-2.373513,-2.142748,0
0.323482,2.380719,-3.012569,-0.840329,-0.59305,-0.099626,-1.199163,-2.494544,-3.020557,0.703975,1
1.206592,0.604787,0.462991,-0.452347,-0.765677,-1.362088,0.671222,-2.218345,-0.718429,1.158075,1
-0.880026,4.002078,2.369991,-2.324988,1.023625,-0.791822,0.043107,6.094671,1.948849,-3.510088,0
1.910233,1.815772,-1.116795,0.795377,-0.780169,-0.045753,1.389973,4.72047,-1.064544,-3.431568,0
-4.049249,-1.135354,1.926104,0.87138,-1.163681,-2.421008,-1.524049,3.902505,-0.113883,-0.792277,3
2.579878,-1.201542,3.07893,-2.934979,-0.420568,2.530454,-1.822407,-0.971984,-1.049504,0.668158,2
0.174823,2.239964,-2.922836,4.25807,1.953689,-3.485049,1.858521,-1.129289,-2.541223,1.571239,1
1.371015,2.169341,-2.91097,3.157066,-1.382969,-1.390087,-1.138841,0.218357,-0.695113,-0.475881,1
1.916185,-0.771318,3.316902,1.491676,-0.433002,-0.101441,2.008901,1.96731,1.679325,5.292694,1
-0.525129,-3.182965,2.581307,-1.558275,-2.367171,3.227606,2.070785,-1.023007,-1.522748,1.501071,2
2.6759,-2.989775,-4.423764,-2.190137,-3.179875,1.923252,-1.117004,-2.51499,-1.917477,0.539706,0
2.027713,-4.009827,-1.893512,-1.035066,-0.688206,2.77075,-1.710433,-1.683838,-3.714122,2.177675,0
3.033939,-4.568866,-0.404402,-1.91828,1.719565,-0.184591,-3.301949,-1.291441,-0.428793,0.397459,0
-0.243535,1.254493,-0.308674,1.828832,-5.075362,2.01423,-1.023551,0.822715,-0.252014,-1.672681,3
-2.917078,-1.984177,3.957006,-0.948514,5.217007,-2.569088,0.52515,5.240023,-0.650016,-6.640311,0
1.481295,2.053956,-0.208493,0.230293,-0.636746,0.14671,-2.622933,-5.151576,-4.43254,-1.853341,2
-0.478018,-4.45551,-3.143785,0.996277,-2.729171,2.509073,-0.084175,-2.260962,1.422178,3.907446,2
-1.110926,4.679498,-0.605268,0.077735,0.786346,-1.027489,-1.218034,-2.136626,-5.348385,-0.336841,1
-1.823792,1.574523,-0.525173,1.488936,-0.243101,-1.316037,0.493243,2.38482,-0.734059,0.197332,3
1.847345,-3.57249,2.697242,2.604928,-2.698694,-2.102388,-4.103056,1.959923,4.00938,0.107356,1
2.857364,-1.49818,0.431351,-5.173663,2.316764,-0.907518,-3.879311,0.547135,3.298293,-4.2099,0
-1.007586,-0.013555,2.436463,-1.021209,-0.892127,-0.552175,-0.686261,-0.076828,-0.959274,1.504493,3
-0.162965,-3.459226,0.859711,-0.193569,-2.05565,3.632691,0.158909,0.501989,1.255181,-0.040194,2
-1.926367,-2.826457,2.679944,0.35991,-1.308066,0.978367,1.261374,2.251011,-1.283876,0.489151,3
0.273477,-3.219088,0.622866,-0.598286,2.529974,-2.214645,0.200913,2.10063,-0.342856,-2.358892,0
-1.928583,-3.06416,2.612,0.653771,-1.943633,1.930565,2.787339,1.591813,-0.19105,1.129247,3
2.537391,-0.740298,0.339153,1.55174,-2.104989,-0.408905,-2.296307,0.342477,1.901527,-0.637118,1
-0.697515,-2.780066,2.824838,-2.239367,-2.68847,4.047341,1.744911,-1.422635,-0.783275,-1.041047,2
0.607051,-0.526256,1.349389,0.678036,1.545687,-3.093056,0.238678,-0.52043,-2.393392,-1.897308,0
-1.845857,3.355829,5.76139,1.299784,4.350352,-6.546398,2.331977,6.184292,0.127814,-5.54894,0
-3.451705,-0.142785,2.393446,-0.068018,3.22477,-2.862081,0.042037,3.151456,-0.651022,2.29533,3
1.553014,-1.031222,1.650136,1.389617,0.668355,-1.732708,0.642792,0.575302,2.08429,1.095211,1
-1.193361,-0.681819,2.947796,-4.819353,-0.068067,0.87662,-0.430193,0.280213,-0.921281,0.988407,3
