@relation art08-weka.filters.unsupervised.attribute.NumericToNominal-R11

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2,3}

@data
-0.665103,0.382659,1.557953,-0.346712,-0.431783,0.247897,0.156427,-0.1944,3.059467,0.413274,3
-1.510748,0.527675,1.993959,-7.249989,-1.517727,-2.513394,-4.065158,-1.954959,-5.520787,-4.789043,2
-0.091031,-1.396996,-0.744016,-0.072412,0.57086,-0.028711,-2.114278,1.805065,0.907555,-0.907733,1
-1.105404,-3.966153,4.556463,-0.604972,3.919697,-2.918744,-0.649131,-0.347913,0.485279,-2.666133,2
1.34252,-1.950276,4.813035,-1.211558,-1.658548,-1.342848,3.059951,0.642305,4.825249,0.198545,3
2.609285,0.829443,-0.051437,2.581432,-2.703869,-1.761327,-2.420752,0.46402,0.228744,0.063417,3
-2.480122,-2.554892,-1.554031,-0.322157,-1.373344,0.476216,-0.008229,-0.254299,-0.76092,-2.041251,1
-2.626813,1.284587,-4.06817,1.640142,-3.640228,-2.671653,-1.138413,0.109209,-0.659035,-1.41898,1
2.634462,0.159525,0.826951,-1.161789,-3.370429,-2.142092,-2.230868,1.984123,-0.668923,-0.337154,3
3.061262,-1.713328,-3.646003,-4.19912,2.360812,3.783851,0.114592,0.521259,3.257623,-1.111443,0
0.290776,-1.834288,3.089299,-1.573598,-2.669126,0.25617,0.252045,-1.913411,1.209222,1.828783,0
-0.576412,0.760572,-0.581027,-0.562651,1.452293,0.305831,-1.860941,2.278829,-0.174643,-1.288534,1
-3.497424,-2.03161,2.33138,0.020726,0.069158,-3.798822,2.295903,-1.570292,-0.32878,-2.875022,2
0.6335,1.107079,-0.241473,-1.823165,-1.680706,-3.603808,-1.930866,3.363997,1.094231,-1.10809,1
-1.14375,-1.438036,2.748641,-1.459534,1.315318,1.453513,2.317228,0.103719,0.267433,1.660095,0
-0.612268,-2.970868,3.467305,2.960466,3.118397,-2.158605,2.129145,0.224159,1.159965,-0.006496,2
-1.917817,0.664478,0.558986,-2.937459,0.793957,-1.104204,-5.032508,-1.661568,-3.07644,-1.445825,2
1.93796,-4.935243,1.17111,0.837879,-0.147484,-0.266924,-2.998781,0.151624,-0.801315,-2.741503,1
-4.556078,-0.751592,2.308788,0.145394,-3.833809,-2.279617,1.53846,-1.523438,-1.943826,0.589571,1
-2.738812,-0.43699,-1.771853,1.846286,-3.701502,-0.758406,0.651998,0.292383,-0.457197,-2.114315,1
0.553134,-1.968117,0.872082,-1.01198,-1.172629,-2.675471,-2.724957,0.659176,1.540429,1.823618,1
1.829337,0.978575,1.610591,1.308868,-1.697093,-0.88074,-2.308661,-0.22214,-0.028268,-0.147457,3
-0.448533,-1.369725,0.924277,-1.315717,1.962744,1.448165,-4.272557,0.800412,0.158936,0.712896,2
2.971387,0.131728,1.433265,-1.128252,2.955435,0.648439,-0.520255,0.683983,1.255945,1.506032,0
-0.363802,-2.147094,0.968522,1.306624,2.885419,-0.480276,0.134729,-1.120216,0.541259,-1.230848,2
1.952362,-2.820048,1.421852,-0.149915,-2.156244,1.155568,2.750895,2.456565,-1.370591,-0.133943,0
